Date,Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
2025-05-28,Cœur de Bœuf,11.0,11.1,90,124,134,119,0,18
2025-05-28,Marmande,-1.9,0.0,66,117,104,4,0,7
2025-05-28,Cerise,18.4,17.9,17,53,0,10,0,88
2025-05-29,Cœur de Bœuf,-2.0,1.6,88,184,60,125,0,4
2025-05-30,Marmande,31.0,9.7,29,115,13,70,0,16
2025-05-30,Cœur de Bœuf,5.5,24.7,62,117,179,116,0,78
2025-05-30,Noire de Crimée,19.3,2.2,21,3,5,183,0,8
2025-05-31,Noire de Crimée,34.6,29.4,58,74,102,137,0,81
2025-05-31,Marmande,24.3,0.1,26,48,9,105,0,15
2025-05-31,Cerise,19.0,8.6,73,6,70,115,0,22
2025-05-31,Marmande,9.6,25.9,51,109,89,161,0,66
2025-05-31,Cœur de Bœuf,10.0,11.1,38,121,157,66,0,29
2025-06-01,Cerise,25.1,3.6,28,10,148,199,0,80
2025-06-01,Noire de Crimée,39.7,12.6,20,91,125,30,0,88
2025-06-01,Cerise,24.8,9.5,59,181,187,74,1,0
2025-06-01,Noire de Crimée,20.1,29.5,80,172,96,70,0,81
2025-06-01,Cerise,27.9,11.0,67,22,73,65,0,99
2025-06-01,Cerise,15.9,27.6,43,27,114,69,0,88
2025-06-02,Cerise,-2.3,31.2,29,110,190,40,1,0
2025-06-02,Cœur de Bœuf,20.3,15.2,59,56,169,190,0,89
2025-06-03,Cœur de Bœuf,38.1,31.8,19,25,50,159,0,92
2025-06-03,Marmande,2.9,13.2,41,152,191,19,0,89
2025-06-03,Marmande,26.1,33.7,61,53,55,184,0,87
2025-06-04,Noire de Crimée,4.0,3.1,24,28,40,177,0,83
2025-06-04,Cœur de Bœuf,19.1,24.0,12,96,31,152,0,90
2025-06-05,Noire de Crimée,-0.6,17.3,46,163,14,139,0,91
2025-06-06,Marmande,15.3,13.6,49,13,61,198,0,93
2025-06-07,Noire de Crimée,29.0,22.1,81,77,154,38,0,99
2025-06-07,Marmande,10.6,24.6,49,34,27,144,0,80
2025-06-07,Cœur de Bœuf,24.9,0.2,65,29,63,44,0,89
2025-06-09,Cerise,30.8,5.8,32,91,186,138,0,95
2025-06-09,Cœur de Bœuf,36.7,25.0,20,16,185,69,0,89
2025-06-09,Noire de Crimée,5.6,23.3,73,194,129,124,0,80
2025-06-09,Noire de Crimée,13.0,33.8,17,157,126,150,0,83
2025-06-09,Cœur de Bœuf,1.9,26.6,65,92,35,90,0,91
2025-06-09,Cœur de Bœuf,39.7,33.3,69,172,113,69,0,91
2025-06-09,Marmande,36.7,24.6,19,78,198,165,0,93
2025-06-10,Noire de Crimée,19.3,10.4,48,109,12,129,0,86
2025-06-10,Noire de Crimée,32.9,3.7,37,178,14,83,0,91
2025-06-10,Cœur de Bœuf,18.4,27.4,58,101,88,88,0,85
2025-06-10,Cerise,23.1,22.5,45,105,187,78,0,91
2025-06-11,Noire de Crimée,-1.0,1.7,22,46,21,112,1,0
2025-06-11,Cerise,29.0,12.6,45,180,190,92,0,90
2025-06-12,Cœur de Bœuf,0.7,33.5,35,63,73,71,0,85
2025-06-12,Cœur de Bœuf,32.2,17.5,13,165,24,164,0,97
2025-06-12,Marmande,30.2,15.1,73,63,100,48,0,81
2025-06-12,Noire de Crimée,26.9,16.0,47,86,175,51,0,89
2025-06-13,Cerise,-3.4,7.3,31,6,170,32,0,85
2025-06-13,Marmande,8.6,12.9,11,21,116,21,0,99
2025-06-13,Noire de Crimée,6.8,12.9,40,80,165,113,0,92
2025-06-14,Marmande,11.2,1.8,20,168,40,132,0,86
2025-06-14,Cœur de Bœuf,-1.1,26.9,55,73,172,17,0,88
2025-06-14,Noire de Crimée,37.2,14.6,71,137,87,165,1,0
2025-06-15,Marmande,19.9,28.8,78,184,167,117,0,99
2025-06-16,Marmande,8.7,29.8,73,134,109,116,0,85
2025-06-16,Cerise,12.9,7.4,19,124,119,36,0,81
2025-06-17,Marmande,15.1,23.0,49,49,96,63,0,91
2025-06-17,Noire de Crimée,22.0,16.5,33,51,144,137,0,91
2025-06-18,Noire de Crimée,18.2,30.8,53,160,56,78,0,93
2025-06-19,Cerise,36.4,7.6,69,0,129,169,0,93
2025-06-19,Noire de Crimée,17.4,23.7,71,180,95,122,0,98
2025-06-19,Cœur de Bœuf,39.6,21.3,26,187,120,175,0,81
2025-06-19,Noire de Crimée,33.3,10.3,74,161,61,43,0,83
2025-06-19,Noire de Crimée,4.4,4.8,66,3,136,81,0,93
2025-06-19,Marmande,36.9,22.8,64,144,67,86,0,84
2025-06-20,Marmande,0.2,25.9,62,131,80,15,0,82
2025-06-21,Noire de Crimée,31.8,11.0,65,170,16,53,0,99
2025-06-21,Cerise,12.1,22.6,18,3,116,101,0,81
2025-06-21,Marmande,34.5,13.8,31,0,49,162,0,88
2025-06-21,Cerise,34.1,25.0,22,70,111,97,0,89
2025-06-22,Noire de Crimée,31.3,7.0,57,177,93,155,0,96
2025-06-22,Noire de Crimée,30.6,31.2,27,200,167,1,0,80
2025-06-22,Cœur de Bœuf,8.7,10.1,85,188,185,93,0,92
2025-06-22,Marmande,-1.4,12.9,49,34,84,140,1,0
2025-06-22,Noire de Crimée,13.1,2.0,26,7,148,168,0,85
2025-06-22,Cœur de Bœuf,2.8,3.9,24,151,145,58,0,93
2025-06-23,Marmande,26.3,18.1,24,35,182,68,0,85
2025-06-23,Noire de Crimée,10.6,9.4,88,177,156,118,0,97
2025-06-24,Noire de Crimée,38.9,29.2,72,122,151,91,0,85
2025-06-25,Marmande,23.8,0.5,48,42,73,180,0,80
2025-06-25,Marmande,32.0,13.3,22,26,108,44,1,0
2025-06-26,Marmande,1.0,11.8,90,31,144,147,1,0
2025-06-26,Noire de Crimée,33.8,0.7,41,77,17,23,0,86
2025-06-26,Noire de Crimée,36.5,4.4,18,120,41,188,0,88
2025-06-26,Cœur de Bœuf,16.9,14.5,49,145,100,90,1,0
2025-06-27,Cerise,22.3,17.3,29,155,44,93,0,95
2025-06-27,Marmande,29.4,14.2,86,156,81,57,0,83
2025-06-28,Noire de Crimée,2.9,18.6,89,15,16,154,0,83
2025-06-28,Noire de Crimée,17.6,20.8,82,98,72,153,0,94
2025-06-29,Marmande,12.9,0.3,72,46,13,127,0,83
2025-06-29,Cerise,1.6,16.2,85,186,176,6,0,89
2025-06-29,Marmande,11.5,33.7,53,30,156,169,0,89
2025-06-29,Cerise,-1.9,18.2,47,3,131,46,0,91
2025-06-29,Noire de Crimée,-3.8,23.7,69,164,81,52,0,86
2025-06-30,Cerise,1.1,10.9,80,16,147,186,0,85
2025-06-30,Cœur de Bœuf,38.3,27.1,57,38,119,37,0,91
2025-07-01,Noire de Crimée,19.7,27.1,27,47,119,196,0,85
2025-07-02,Cœur de Bœuf,38.5,18.2,25,173,46,52,0,83
2025-07-02,Marmande,14.5,34.2,64,175,106,142,1,0
2025-07-03,Marmande,9.0,4.4,48,38,107,153,1,0
2025-07-03,Marmande,17.8,0.6,77,131,8,47,0,96
2025-07-03,Cerise,14.8,27.0,68,29,78,94,0,92
2025-07-04,Noire de Crimée,-0.2,28.3,71,157,154,146,0,98
2025-07-05,Marmande,23.8,4.2,22,21,14,136,0,93
2025-07-05,Marmande,4.7,9.3,90,65,18,63,1,0
2025-07-05,Noire de Crimée,22.9,0.6,15,107,89,92,0,83
2025-07-06,Marmande,24.3,10.3,86,11,179,181,0,90
2025-07-06,Cœur de Bœuf,1.8,27.1,69,35,25,124,0,84
2025-07-06,Noire de Crimée,-2.2,18.1,23,17,153,178,0,81
2025-07-06,Noire de Crimée,30.1,12.2,63,89,153,38,0,87
2025-07-06,Noire de Crimée,15.7,13.0,13,180,173,3,0,94
2025-07-07,Cœur de Bœuf,-2.4,0.0,48,198,91,125,0,91
2025-07-07,Noire de Crimée,39.8,10.5,81,0,176,2,0,83
2025-07-07,Cœur de Bœuf,-2.4,22.6,34,126,81,63,0,87
2025-07-08,Noire de Crimée,26.3,34.1,86,185,180,28,0,89
2025-07-08,Cerise,39.3,29.6,41,89,130,115,0,81
2025-07-09,Marmande,5.8,0.8,68,86,193,10,0,93
2025-07-09,Cerise,1.4,31.4,72,89,41,96,0,88
2025-07-09,Marmande,0.5,27.4,47,133,18,101,0,83
2025-07-09,Cœur de Bœuf,8.6,27.3,62,69,16,185,0,82
2025-07-09,Cerise,-0.5,16.0,76,43,160,154,1,0
2025-07-09,Noire de Crimée,26.1,13.9,37,199,75,20,0,95
2025-07-10,Marmande,-2.2,10.6,12,151,176,38,0,88
2025-07-10,Marmande,17.9,2.3,89,85,183,101,0,95
2025-07-10,Cerise,39.9,8.0,31,18,62,45,0,97
2025-07-11,Cœur de Bœuf,31.6,8.6,47,100,130,65,0,95
2025-07-11,Cerise,22.7,16.9,81,145,106,90,0,87
2025-07-11,Cœur de Bœuf,8.8,26.2,81,94,48,163,0,80
2025-07-11,Cœur de Bœuf,23.1,16.6,71,100,54,110,0,91
2025-07-11,Marmande,18.7,2.0,66,29,153,81,0,100
2025-07-11,Cerise,14.2,33.5,15,169,98,122,0,89
2025-07-11,Cerise,0.9,33.0,87,32,199,192,0,80
2025-07-13,Cœur de Bœuf,34.9,27.5,41,11,51,190,0,86
2025-07-13,Cerise,15.2,34.7,19,117,99,98,0,89
2025-07-13,Noire de Crimée,3.8,19.1,12,93,116,34,0,84
2025-07-14,Noire de Crimée,11.5,33.7,68,154,117,158,1,0
2025-07-14,Cerise,13.6,2.6,85,166,6,155,0,80
2025-07-14,Cerise,32.2,12.8,58,136,45,102,0,89
2025-07-15,Cœur de Bœuf,28.0,7.9,68,148,45,128,0,86
2025-07-15,Noire de Crimée,29.6,6.9,40,75,99,24,0,98
2025-07-16,Noire de Crimée,-4.5,4.9,78,28,143,42,0,90
2025-07-16,Marmande,13.7,21.8,71,160,151,83,0,92
2025-07-17,Cœur de Bœuf,16.7,27.3,61,189,188,194,0,89
2025-07-17,Marmande,-4.1,20.2,50,116,53,190,1,0
2025-07-17,Noire de Crimée,6.7,5.1,40,14,61,50,0,90
2025-07-17,Cœur de Bœuf,29.2,28.4,31,1,128,129,0,81
2025-07-18,Cerise,1.2,22.3,13,179,48,125,1,0
2025-07-20,Cœur de Bœuf,19.1,13.6,22,116,24,191,0,84
2025-07-20,Cerise,4.7,23.6,54,171,9,68,0,95
2025-07-20,Cerise,-4.5,9.1,51,181,117,8,0,91
2025-07-21,Cœur de Bœuf,5.9,12.1,58,17,143,1,0,88
2025-07-21,Cerise,38.9,32.1,29,2,185,161,0,92
2025-07-21,Marmande,31.1,10.2,86,134,199,187,1,0
2025-07-21,Noire de Crimée,38.2,16.4,90,170,156,188,0,92
2025-07-22,Cerise,17.0,31.2,63,165,91,158,0,99
2025-07-22,Marmande,-0.1,24.8,45,164,133,9,0,90
2025-07-22,Cerise,19.7,2.2,10,185,143,113,0,84
2025-07-23,Noire de Crimée,15.4,5.2,24,160,147,75,1,0
2025-07-24,Marmande,33.0,0.3,86,107,79,163,0,89
2025-07-24,Noire de Crimée,-0.6,22.1,26,186,70,84,0,93
2025-07-25,Noire de Crimée,17.0,15.7,33,94,77,48,0,94
2025-07-25,Marmande,1.8,4.7,67,121,42,69,0,81
2025-07-26,Marmande,9.6,33.5,81,10,153,176,0,91
2025-07-26,Marmande,28.2,18.5,32,67,89,130,0,85
2025-07-26,Cœur de Bœuf,16.4,8.5,55,122,77,132,0,87
2025-07-27,Marmande,11.9,17.5,81,195,198,188,0,94
2025-07-27,Marmande,12.8,23.8,17,112,160,89,0,93
2025-07-27,Marmande,15.7,2.7,68,97,25,25,0,86
2025-07-31,Marmande,30.3,9.6,68,92,120,71,0,89
2025-07-31,Cerise,35.1,28.2,22,21,44,4,0,87
2025-07-31,Cœur de Bœuf,38.0,16.1,48,193,62,14,0,100
2025-08-01,Noire de Crimée,30.4,19.1,37,171,194,122,0,91
2025-08-01,Marmande,9.2,15.1,70,126,179,143,1,0
2025-08-02,Cerise,26.0,1.5,25,133,67,0,0,85
2025-08-02,Cerise,14.7,5.8,11,169,153,143,0,96
2025-08-02,Cerise,6.5,15.6,26,24,1,164,0,96
2025-08-03,Noire de Crimée,32.8,7.3,39,184,141,2,0,98
2025-08-03,Marmande,-3.3,1.7,22,84,107,179,1,0
2025-08-03,Cœur de Bœuf,35.6,29.5,22,54,29,46,0,100
2025-08-03,Cœur de Bœuf,15.8,34.3,52,143,48,94,0,93
2025-08-03,Cerise,23.7,27.8,30,94,139,12,1,0
2025-08-04,Noire de Crimée,24.7,29.9,64,141,43,119,0,88
2025-08-04,Noire de Crimée,35.3,8.5,90,166,160,54,0,88
2025-08-05,Noire de Crimée,23.7,33.6,49,155,12,148,0,88
2025-08-05,Cœur de Bœuf,22.6,6.9,24,178,77,65,0,87
2025-08-05,Cerise,-2.0,33.3,82,118,125,181,0,96
2025-08-05,Marmande,18.3,34.8,61,176,97,154,0,90
2025-08-05,Cœur de Bœuf,1.8,24.9,83,8,25,165,0,94
2025-08-05,Cerise,28.2,34.3,62,185,148,89,1,0
2025-08-06,Cerise,18.0,19.9,61,172,155,185,0,93
2025-08-06,Marmande,25.6,9.1,39,149,47,61,0,84
2025-08-06,Marmande,-3.1,15.3,42,159,167,101,0,81
2025-08-06,Marmande,-1.2,20.8,66,196,65,173,0,83
2025-08-06,Noire de Crimée,27.2,2.6,61,196,200,138,0,87
2025-08-08,Marmande,-1.8,21.8,18,41,86,199,1,0
2025-08-08,Cerise,-1.8,34.3,63,52,78,7,0,90
2025-08-08,Marmande,-4.5,6.7,10,186,22,96,0,86
2025-08-08,Cerise,38.0,27.7,53,73,80,116,0,93
2025-08-08,Cœur de Bœuf,28.2,31.8,84,38,47,198,0,87
2025-08-08,Noire de Crimée,10.9,33.0,89,121,123,63,1,0
2025-08-08,Cœur de Bœuf,8.3,33.6,18,14,129,20,0,91
2025-08-09,Cœur de Bœuf,10.7,18.3,41,198,83,199,1,0
2025-08-10,Cerise,29.9,34.2,24,156,19,114,0,90
2025-08-10,Cœur de Bœuf,24.8,26.5,21,122,186,190,0,98
2025-08-10,Cerise,3.3,5.7,87,110,45,84,0,85
2025-08-11,Marmande,2.8,16.7,66,130,130,191,0,100
2025-08-11,Marmande,-0.6,25.1,17,82,182,19,0,87
2025-08-11,Cerise,24.7,8.7,81,9,11,7,0,83
2025-08-11,Marmande,29.4,22.4,36,91,39,57,0,88
2025-08-11,Noire de Crimée,6.9,23.3,71,28,65,45,0,100
2025-08-12,Cœur de Bœuf,-4.1,5.7,21,34,99,30,0,94
2025-08-12,Noire de Crimée,-1.3,19.8,74,5,77,92,0,93
2025-08-12,Cœur de Bœuf,38.6,27.0,51,139,15,8,1,0
2025-08-12,Marmande,8.3,17.5,71,110,82,14,0,93
2025-08-13,Noire de Crimée,29.6,0.4,20,37,161,93,0,86
2025-08-13,Marmande,23.1,0.3,52,76,43,153,0,91
2025-08-13,Cœur de Bœuf,12.2,12.5,26,92,133,137,0,90
2025-08-13,Cerise,4.3,32.4,41,146,191,28,0,99
2025-08-14,Cerise,0.5,8.0,49,66,99,79,0,89
2025-08-14,Noire de Crimée,22.7,22.2,32,135,21,35,0,88
2025-08-14,Marmande,29.9,7.8,65,7,17,83,1,0
2025-08-15,Marmande,24.0,11.3,15,121,11,108,0,84
2025-08-15,Noire de Crimée,18.9,29.7,59,83,179,117,0,90
2025-08-15,Cerise,-3.1,25.5,46,174,122,36,0,91
2025-08-15,Cœur de Bœuf,38.6,3.3,73,131,116,85,0,83
2025-08-15,Noire de Crimée,30.9,15.0,63,178,50,70,0,92
2025-08-16,Cœur de Bœuf,8.2,1.0,81,84,70,150,0,91
2025-08-16,Cerise,39.1,16.8,58,194,47,168,0,95
2025-08-17,Marmande,22.1,23.2,20,44,18,92,0,96
2025-08-17,Cerise,21.2,4.1,58,135,5,79,0,90
2025-08-17,Noire de Crimée,28.7,10.1,30,86,83,101,0,84
2025-08-17,Marmande,31.5,13.9,75,15,154,155,0,85
2025-08-17,Noire de Crimée,24.5,32.2,72,76,52,175,0,98
2025-08-18,Noire de Crimée,0.8,34.8,37,194,106,165,1,0
2025-08-18,Cerise,10.2,1.6,26,8,100,158,0,90
2025-08-19,Noire de Crimée,36.8,26.6,15,59,47,13,0,98
2025-08-19,Cerise,5.1,13.0,28,77,134,116,0,92
2025-08-19,Marmande,11.7,13.7,65,76,186,72,0,93
2025-08-19,Cerise,14.4,26.4,37,70,68,90,0,94
2025-08-19,Marmande,14.8,32.1,75,14,10,89,0,83
2025-08-21,Cerise,22.6,33.3,47,70,142,28,0,91
2025-08-21,Cœur de Bœuf,37.4,20.2,46,101,191,178,0,83
2025-08-21,Cœur de Bœuf,5.8,12.5,77,168,130,48,0,88
2025-08-21,Noire de Crimée,0.5,27.6,58,21,121,170,0,93
2025-08-21,Cerise,3.9,8.8,52,151,68,71,1,0
2025-08-21,Cerise,34.9,19.7,45,112,22,132,0,84
2025-08-21,Marmande,24.1,12.6,67,171,180,41,0,92
2025-08-21,Noire de Crimée,7.9,23.0,22,0,36,134,0,82
2025-08-22,Cerise,31.7,8.4,61,9,8,41,0,95
2025-08-23,Noire de Crimée,33.8,6.7,67,109,14,163,0,86
2025-08-23,Cœur de Bœuf,33.1,32.1,41,199,130,104,0,84
2025-08-24,Cerise,36.4,3.6,90,183,92,26,1,0
2025-08-24,Cerise,6.4,17.7,69,112,197,57,0,82
2025-08-24,Noire de Crimée,29.0,7.7,67,49,16,45,0,87
2025-08-25,Cerise,15.7,1.4,65,11,153,65,0,80
2025-08-25,Noire de Crimée,32.9,1.3,37,88,148,24,0,87
2025-08-25,Cerise,27.8,6.1,10,187,71,72,0,95
2025-08-26,Marmande,29.9,30.3,51,153,148,116,1,0
2025-08-26,Noire de Crimée,24.5,9.9,57,111,120,154,1,0
2025-08-26,Cerise,3.0,33.3,49,77,10,128,0,89
2025-08-27,Cœur de Bœuf,19.5,20.4,72,168,165,86,0,84
2025-08-27,Cerise,39.3,15.3,85,163,71,73,0,91
2025-08-27,Cœur de Bœuf,37.2,20.3,81,120,105,169,0,90
2025-08-27,Cœur de Bœuf,-3.1,18.1,89,22,124,179,0,99
2025-08-27,Marmande,2.4,26.6,13,170,34,152,0,93
2025-08-28,Noire de Crimée,0.9,9.9,47,133,118,181,0,91
2025-08-28,Cerise,27.7,12.4,36,196,13,124,0,94
2025-08-28,Marmande,31.8,31.3,18,170,13,66,0,89
2025-08-29,Cerise,4.6,33.1,25,24,9,5,1,0
2025-08-30,Cœur de Bœuf,17.8,31.2,65,17,139,124,0,89
2025-08-30,Noire de Crimée,32.8,14.7,85,189,37,57,0,98
2025-08-30,Cerise,28.0,27.3,40,140,107,69,0,81
2025-08-30,Cerise,19.4,16.7,23,42,118,52,0,94
2025-08-31,Cœur de Bœuf,21.6,17.4,34,77,33,65,0,89
2025-08-31,Cerise,17.9,7.2,43,27,168,57,0,88
2025-09-01,Cerise,8.4,20.7,76,145,9,81,0,79
2025-09-03,Cœur de Bœuf,20.4,6.5,33,58,121,86,0,15
2025-09-03,Marmande,26.0,11.6,82,187,144,1,0,14
2025-09-04,Cœur de Bœuf,34.3,29.9,35,62,144,149,0,65
2025-09-04,Marmande,23.6,7.2,29,184,194,36,0,11
2025-09-04,Noire de Crimée,29.3,2.5,73,91,189,147,0,5
2025-09-04,Marmande,2.2,2.4,19,178,114,102,0,11
2025-09-04,Marmande,15.8,32.9,76,55,0,23,0,69
2025-09-04,Noire de Crimée,-4.6,17.7,33,154,11,111,0,76
2025-09-06,Marmande,6.1,14.3,14,159,102,64,0,94
2025-09-06,Cœur de Bœuf,27.7,28.4,76,110,3,192,1,0
2025-09-06,Marmande,39.6,29.3,67,136,169,128,0,68
2025-09-06,Noire de Crimée,-0.5,11.6,36,67,140,116,0,9
2025-09-07,Cœur de Bœuf,13.1,24.3,89,45,97,115,0,62
2025-09-07,Noire de Crimée,31.0,27.0,24,66,105,104,0,76
2025-09-07,Noire de Crimée,4.2,22.9,44,153,84,2,0,80
2025-09-08,Cerise,20.0,5.3,85,135,120,45,0,18
2025-09-08,Cerise,28.0,30.7,62,5,131,54,0,93
2025-09-09,Noire de Crimée,22.7,18.9,53,23,81,74,0,84
2025-09-09,Noire de Crimée,3.5,9.9,35,175,196,191,0,13
2025-09-09,Noire de Crimée,11.0,14.9,56,93,18,44,0,95
2025-09-09,Cerise,30.3,1.3,43,172,129,153,0,13
2025-09-09,Cerise,19.9,4.5,59,12,11,76,0,15
2025-09-09,Marmande,-4.8,26.8,21,196,80,192,0,87
2025-09-09,Marmande,29.2,0.0,13,24,73,23,0,17
2025-09-10,Noire de Crimée,-3.4,14.6,57,147,97,34,0,52
2025-09-10,Cœur de Bœuf,28.6,18.3,64,117,5,23,0,70
2025-09-10,Cœur de Bœuf,4.1,1.9,10,81,135,27,1,0
2025-09-10,Cerise,38.1,34.1,75,110,124,15,0,93
2025-09-10,Cerise,11.6,7.9,39,81,50,58,0,8
2025-09-10,Cerise,9.7,10.6,12,65,10,181,0,18
2025-09-11,Noire de Crimée,1.7,10.6,30,44,190,143,0,16
2025-09-11,Cœur de Bœuf,8.8,8.1,58,113,184,14,1,0
2025-09-11,Marmande,34.4,0.1,71,174,126,10,0,20
2025-09-12,Noire de Crimée,39.8,25.5,47,62,139,192,0,68
2025-09-12,Marmande,11.6,33.8,24,75,72,78,0,84
2025-09-12,Marmande,15.2,7.9,61,113,1,114,0,15
2025-09-13,Noire de Crimée,27.5,23.2,88,110,7,67,0,92
2025-09-13,Marmande,34.9,26.0,55,182,138,42,0,100
2025-09-14,Cœur de Bœuf,21.7,29.7,34,146,123,68,0,85
2025-09-14,Marmande,12.6,14.8,30,34,52,140,0,79
2025-09-14,Cœur de Bœuf,13.6,10.6,14,52,9,137,0,26
2025-09-15,Cœur de Bœuf,26.3,11.4,79,25,111,74,0,18
2025-09-15,Cœur de Bœuf,-4.9,24.9,56,13,7,102,0,60
2025-09-16,Cerise,22.9,28.6,77,117,35,40,0,84
2025-09-16,Marmande,11.0,6.4,27,44,105,177,0,18
2025-09-16,Noire de Crimée,30.7,13.0,30,171,13,198,0,83
2025-09-16,Noire de Crimée,-0.8,31.6,32,192,181,58,0,63
2025-09-16,Marmande,21.5,28.2,73,50,85,38,0,64
2025-09-17,Cerise,16.6,34.5,76,170,148,2,1,0
2025-09-17,Cerise,23.9,26.4,49,118,49,6,0,81
2025-09-18,Cœur de Bœuf,-2.1,13.8,19,150,166,48,0,75
2025-09-19,Marmande,21.1,20.7,61,183,19,25,0,81
2025-09-19,Marmande,20.3,23.1,81,18,86,160,0,76
2025-09-20,Noire de Crimée,20.2,2.7,84,81,134,100,0,10
2025-09-21,Marmande,22.2,19.1,70,75,136,175,0,92
2025-09-21,Cerise,25.4,24.8,73,182,128,78,0,74
2025-09-21,Marmande,31.2,5.9,14,91,153,1,0,21
2025-09-21,Noire de Crimée,7.1,27.3,62,187,165,126,0,82
2025-09-21,Cœur de Bœuf,32.1,20.4,64,186,37,198,1,0
2025-09-21,Noire de Crimée,17.4,33.3,46,32,188,159,0,87
2025-09-22,Noire de Crimée,-1.5,1.5,65,146,43,131,0,12
2025-09-22,Cœur de Bœuf,-2.4,9.3,68,27,85,19,0,14
2025-09-24,Noire de Crimée,10.0,21.1,78,122,43,116,0,75
2025-09-24,Noire de Crimée,30.3,10.4,82,179,73,163,0,12
2025-09-25,Marmande,26.8,25.0,68,125,118,31,0,77
2025-09-25,Marmande,30.5,26.6,11,176,189,27,0,90
2025-09-25,Cœur de Bœuf,18.3,3.6,74,36,121,76,0,8
2025-09-25,Marmande,14.8,18.0,69,153,133,0,0,68
2025-09-25,Marmande,1.6,17.8,60,98,144,187,0,67
2025-09-26,Noire de Crimée,9.8,12.9,39,97,50,55,0,74
2025-09-27,Cerise,14.5,32.7,20,126,37,34,0,83
2025-09-28,Marmande,-1.0,29.0,85,167,151,111,0,82
2025-09-28,Cerise,4.9,24.4,48,79,50,29,0,85
2025-09-28,Marmande,21.9,25.0,86,37,9,53,0,78
2025-09-28,Marmande,28.1,16.2,81,76,119,35,0,78
2025-09-29,Cœur de Bœuf,39.9,32.2,72,125,199,182,0,72
2025-09-29,Cœur de Bœuf,37.0,24.3,73,86,148,79,0,77
2025-09-30,Cœur de Bœuf,23.9,25.5,70,53,69,57,0,68
2025-09-30,Cerise,14.0,30.2,63,149,84,82,0,100
2025-09-30,Noire de Crimée,23.6,9.6,82,15,56,64,0,27
2025-09-30,Marmande,30.4,28.2,67,27,125,68,0,82
2025-10-01,Marmande,0.3,6.8,65,162,38,127,0,16
2025-10-01,Marmande,13.4,12.1,43,187,32,50,0,81
2025-10-02,Cerise,32.8,11.7,40,172,186,21,0,9
2025-10-02,Cœur de Bœuf,12.3,34.2,61,45,17,106,0,71
2025-10-02,Noire de Crimée,20.7,30.0,85,71,183,108,0,67
2025-10-04,Cerise,21.4,24.5,10,182,56,115,1,0
2025-10-04,Cœur de Bœuf,3.3,25.4,64,84,95,100,0,75
2025-10-04,Cerise,11.3,19.7,31,25,47,180,0,77
2025-10-04,Noire de Crimée,10.1,33.1,49,84,41,99,0,71
2025-10-04,Cœur de Bœuf,-3.8,17.4,10,152,26,163,0,51
2025-10-04,Cerise,-3.9,13.3,74,64,73,67,0,73
2025-10-05,Noire de Crimée,32.4,5.7,72,133,109,35,0,16
2025-10-06,Marmande,7.3,27.5,63,150,179,179,0,66
2025-10-06,Noire de Crimée,18.3,25.7,51,114,169,180,0,85
2025-10-07,Marmande,8.4,13.5,30,63,31,177,0,65
2025-10-07,Cerise,37.3,0.9,88,86,25,168,0,17
2025-10-07,Cœur de Bœuf,6.7,29.4,90,170,24,145,0,62
2025-10-07,Cœur de Bœuf,14.3,0.4,31,106,74,21,0,16
2025-10-07,Cerise,34.3,24.6,47,150,22,65,0,69
2025-10-08,Cœur de Bœuf,32.9,34.0,89,95,56,20,0,65
2025-10-08,Cœur de Bœuf,3.4,15.3,17,157,179,99,0,61
2025-10-09,Marmande,31.1,8.2,71,76,125,127,0,19
2025-10-09,Cerise,15.6,24.7,56,145,86,43,0,89
2025-10-09,Noire de Crimée,16.7,28.6,26,86,30,102,0,62
2025-10-10,Marmande,1.0,19.1,26,148,63,46,0,72
2025-10-10,Cerise,-1.4,33.8,22,56,198,38,0,77
2025-10-10,Marmande,27.8,1.8,26,102,32,28,0,19
2025-10-10,Noire de Crimée,17.3,17.7,47,150,1,53,0,87
2025-10-10,Noire de Crimée,14.7,25.1,90,90,17,89,0,60
2025-10-11,Cerise,27.8,30.2,87,44,174,84,0,93
2025-10-11,Noire de Crimée,29.4,6.3,54,171,160,16,0,10
2025-10-11,Marmande,2.2,28.0,15,87,83,79,0,72
2025-10-11,Noire de Crimée,22.5,19.3,44,114,34,187,0,75
2025-10-12,Marmande,1.1,13.9,23,46,178,158,0,93
2025-10-12,Marmande,28.8,4.6,81,167,113,72,0,9
2025-10-12,Noire de Crimée,24.6,30.3,70,178,145,48,0,83
2025-10-13,Cerise,38.0,5.5,24,169,109,100,0,9
2025-10-13,Cœur de Bœuf,-1.9,10.8,63,134,87,1,0,8
2025-10-13,Noire de Crimée,-2.4,10.2,36,49,71,175,0,15
2025-10-13,Marmande,7.7,30.5,22,175,124,141,0,75
2025-10-13,Marmande,6.8,23.5,40,83,29,58,0,46
2025-10-15,Noire de Crimée,6.1,27.9,44,90,171,96,0,86
2025-10-15,Cerise,35.8,8.8,69,133,52,98,0,4
2025-10-15,Cerise,6.2,21.9,15,90,137,185,0,83
2025-10-16,Marmande,7.2,20.0,78,136,86,102,0,88
2025-10-16,Marmande,29.2,29.1,67,108,179,185,0,97
2025-10-16,Cerise,15.2,31.7,58,56,176,178,0,81
